"Date",	"Rm_minus_Rf","SMB","HML","WML","IML","Risk_Free"
21/11/2017	,0.015074457796142,0.00728796911627016,0.00791451661699574,0.00915998627812545,0.0002878416203309,0.000273712867075337
22/11/2017	,-0.000401940074600438,0.00807339608621915,0.0122273067152954,-0.00527918264616073,0.0106676378755315,0.00027334236822818
23/11/2017	,-0.00138263658507569,-0.00434176820684851,0.00277513441569988,-0.00120608586623187,-0.00255698611348804,0.000272230664970952
24/11/2017	,-0.00450845637818072,0.00534317370689216,0.00595812447026998,0.0045277818255433,0.00397531239711862,0.000271860028291604
27/11/2017	,-0.0011474063977882,-0.00834127934238432,0.00198678458475534,-0.00300868191399782,-0.0125464871895726,0.000271118651504532
28/11/2017	,-0.00111174180242193,0.0100311114400714,0.000889959321026313,-0.0016222752707632,0.00911481054651747,0.000270377136769584
29/11/2017	,-0.0172955921344704,0.00506698468049771,0.00380690521580375,-0.00108807765668668,0.00544392527845984,0.000270006327655503
30/11/2017	,-0.0117932454194251,0.000492203264066239,0.00612245390242505,0.0056246999340683,0.000560748964246058,0.000269264605902375
01/12/2017	,0.00292415696675305,0.000735602175052324,-0.00188850499210477,0.000922188721420153,-0.00268521445218645,0.000268522746072808
04/12/2017	,0.00732985017822834,-0.00286219371842001,0.00911344682830227,-0.000731926512334384,-0.000581986436332525,0.000267780748115287
05/12/2017	,-0.00469215552279953,0.00293228240254638,-0.00318801101774633,0.00435733284329336,0.00326231784832929,0.000266296337609884
06/12/2017	,0.00967875587841488,-0.00645623931862705,0.00279984084333255,0.00210986559558782,-0.00719656889707251,0.000265553924958972
07/12/2017	,-0.00778246670176099,0.0091089847012378,-0.00191962646050886,0.00172843572377779,0.00378838569606568,0.000264811373973828
08/12/2017	,0.00448234043642652,0.00564833894052731,0.00153138674227482,0.00660859146030596,0.00534247518120228,0.000264440046589653
11/12/2017	,-0.000605824621751862,-0.00156685086594549,0.00924701515768067,-0.00194224234008498,-0.00480394084699719,0.000264440046589653
12/12/2017	,0.011429768763588,-0.00886673390479137,0.000410602453610591,-0.00412489214668941,-0.00678307083326207,0.000264440046589653
13/12/2017	,-0.0111347869044939,-0.00167542469002035,-0.00532258397423759,-0.00233448290632538,0.00496806488168155,0.000264440046589653
14/12/2017	,-0.00676943334164422,-0.0123051341237288,-0.00143678076922329,-0.00553818846713606,-0.0129326373837319,0.000264440046589653
15/12/2017	,0.00155321109048769,0.0125790443630488,0.00490513835165128,0.00145189326604116,0.00958058660171458,0.000264811373973828
18/12/2017	,0.0038046137151811,0.00276200500938216,-0.00168134769918168,0.00662366873621692,0.00454920007141587,0.000264440046589653
19/12/2017	,-0.00510531643085116,0.00243731378112179,0.00159655546835573,-0.00108770994815472,0.00374900840647292,0.000264440046589653
20/12/2017	,0.0055984030891923,0.00219422527125781,0.00464983518042582,0.00417265927140074,0.0030561562813637,0.000264440046589653
21/12/2017	,0.0199821800050429,-0.00174017614216678,0.00812346839150589,-0.000577868726147169,-0.00398334315395958,0.000264440046589653
22/12/2017	,-0.000240717130486531,0.00846842886750088,0.00302041119343401,0.00303911952255756,0.00871439014431642,0.000264440046589653
26/12/2017	,0.00683593828590538,-0.0071464362783231,-0.000810602436010012,-0.00209828832182065,-0.00641846318203079,0.000264440046589653
27/12/2017	,0.00523416765880576,-6.54156381354153e-06,-0.00434662764106473,0.00189159386575369,0.00254462280246036,0.000264811373973828
28/12/2017	,0.00296901595054467,0.0100939933214915,0.00371437245965251,0.0023301579882016,0.0111599044735473,0.000264811373973828
02/01/2018	,0.0184115117549066,0.0155977079342404,0.0105002607403058,0.00896241258869368,0.00186595629981884,0.000264811373973828
03/01/2018	,0.00059823470432081,0.00204482399629103,0.00375836095580101,0.00109178773572092,0.00298907651824778,0.000264440046589653
04/01/2018	,0.00638174298856205,0.00266837388573398,0.0069711311234067,0.0106267062873784,0.00325360618023229,0.000264068684602492
05/01/2018	,0.00468488519385147,-0.00156825799209638,-0.00591080246957344,-0.0068819806517832,-0.00184206262859452,0.000264068684602492
08/01/2018	,0.00246588182242627,-0.0147680382557618,0.00217974919165888,-0.00184946055101658,-0.00948548101865428,0.00026332585679345
09/01/2018	,-0.00557131668979046,-0.00635075087604533,-0.0037876615819102,0.00120738816217815,-0.00578793935685781,0.00026295439095847
10/01/2018	,-0.00788108428047415,0.00205227973450613,-0.000512713289039279,0.00187850132321707,0.00235230934045795,0.000263697288005904
11/01/2018	,0.0142910283994411,-0.00396177983065111,0.0123362950630253,-0.00504088380158093,-0.00412853538611876,0.000262582890494967
12/01/2018	,-0.000622037184480664,-0.0137949974407065,-0.00511461751171079,0.000704648915687045,-0.0111156827581894,0.000262211355396058
15/01/2018	,0.00570529226412132,0.0013178564285054,-0.00134969786145026,0.0076629996351765,0.00574631192818596,0.000262211355396058
16/01/2018	,0.00168470734738115,0.00219478431603361,-0.0027649769074781,-0.00384547560703192,-0.000975316697347394,0.000261839785655305
17/01/2018	,0.0155746776354346,-0.00412172521801958,0.000424721438508279,-0.00189474711015758,-0.00510402650592788,0.000261839785655305
18/01/2018	,-0.00305498714467002,-0.00422714962480137,-0.00121382362883256,0.00341814137091524,-0.00291754575197994,0.000261468181266267
19/01/2018	,0.00307928904113295,0.000534801637748404,0.00191790160021164,0.000608683379321046,0.000602760603242188,0.000261096542222727
22/01/2018	,0.00559732485789214,-0.00485463042271366,0.00231576072273345,-0.000867576348043285,-0.00187101261171097,0.000260353160145277
23/01/2018	,-0.010918410304272,0.00800085629722135,-0.00246330208306767,-0.00846908048503627,0.002089450152742,0.000260353160145277
24/01/2018	,0.0325744948488024,-0.00769104127496492,0.0121887933118686,0.00583457324788818,-0.00365142828779377,0.000259981417098487
26/01/2018	,0.0190536224702289,0.00384676270371935,0.0142335972575,0.00617966739026301,0.0024591687776157,0.000259609639371217
29/01/2018	,-0.0094734333566899,-0.00563859968032298,0.00410807355792476,-0.00563512655098874,-0.00678183578449607,0.000259237826956804
30/01/2018	,-0.00251951132809178,-0.00890286110071725,-0.00157917264457664,-0.00468369289276597,-0.00992236509447113,0.000258122181525877
31/01/2018	,0.00588908132609403,0.00311982658890552,0.00099454911188769,0.0118956942325465,0.00988336446300689,0.000258122181525877
01/02/2018	,0.00751525497674984,-0.00241140770673457,-0.00050196386715721,-0.00496768200478148,-0.00346891750254825,0.000257750230298059
02/02/2018	,-0.0169032323300875,0.00189493206851078,0.00393673023397884,-0.0021246337868455,-0.00382499258911816,0.000257378244350681
05/02/2018	,-0.023903458048439,-0.000139823248420462,-0.00658403470751278,-0.00186513931852032,0.00505711060163384,0.000256634168271264
06/02/2018	,0.0220504049136906,-0.0158347051727683,0.010383208708983,-0.000646966171493841,-0.0126650698776361,0.000255889953235444
07/02/2018	,-0.0111352000336846,-0.00134489513454723,-0.00366581234498545,0.00189650322032429,0.000608676837373518,0.000255517793592785
08/02/2018	,-0.0139419410879074,0.016745928392595,0.00691799351791304,0.00112533725760474,0.0169873617656457,0.000255145599191486
09/02/2018	,-0.00889673911088358,-0.00102870493808762,0.00384721192692743,-0.00430601301548338,-0.00494736102659782,0.00025477337002533
14/02/2018	,0.0315051668219494,-0.0148329049160515,0.00755377616383587,0.00208366444835285,-0.0135786539161136,0.00025477337002533
15/02/2018	,0.00655410707426785,-0.00257772284753929,0.00101145731471918,0.00182681367992267,-0.00471022276919847,0.000254401106087432
16/02/2018	,0.00319263556854994,0.00173742562618539,0.0106032981352329,-0.000712738054968295,-0.00288068940282866,0.000254401106087432
19/02/2018	,0.00293202435474943,3.48067201267031e-05,0.000152319626644076,-0.00311138030815618,0.00706104576724592,0.000254401106087432
20/02/2018	,0.0120785365308784,-0.0134645617551963,-0.00614062970401471,0.00297933395285581,-0.00392483082441342,0.000254028807371354
21/02/2018	,0.00123001601049148,-0.00162350712443828,-0.000726806217631316,-0.00460335662378802,-0.00482166917521152,0.000254028807371354
22/02/2018	,0.00567613196066678,-0.00565408186150406,-0.000157204746127434,0.00663969342382221,-0.00215290956511981,0.000254028807371354
23/02/2018	,0.00619356223994212,-0.00400397577048081,0.0105043044187226,0.0065718124911211,-0.00134301643494551,0.000254028807371354
26/02/2018	,0.00389881639646716,0.00369325294253195,0.0152058388869536,0.00738687904100736,0.00423588446328367,0.000253656473870656
27/02/2018	,-0.00639033425343028,0.00489922281655232,-0.0017249792860495,-0.00396419209135968,0.00391350099032784,0.000253656473870656
28/02/2018	,-0.0163869097404588,-0.00275228924532914,-0.00732903921255528,0.00329500671868546,-0.00193580890652199,0.000253284105579121
01/03/2018	,0.000768332802295972,-0.0160471259901662,-0.00247459322365205,0.000447786149658792,-0.0073154358271801,0.000253656473870656
02/03/2018	,0.00408300653771928,0.000858695226223789,-0.00103117867507831,-0.00212430546678485,-0.000637366708014905,0.000253284105579121
05/03/2018	,0.00380186046398223,0.000846715853446835,0.0111692118062793,0.0087880453636631,0.00220671504978665,0.000252166791891995
06/03/2018	,-0.00330515106937681,0.00231730609855728,-0.000665748471992331,0.0127577892972571,0.00284559866229221,0.000251794284370499
07/03/2018	,-0.00114978518596085,-0.0113650615425361,-0.000850705980834337,-0.0020063152211822,-0.00782263683818217,0.000251421742025526
08/03/2018	,-0.0040669326648287,0.0106258857481166,0.00283482638259352,-0.00449645128169307,-0.00228263057220348,0.000251049164850192
09/03/2018	,0.014567933252453,-0.0125523972903666,-0.00170478525798893,0.00406939878022057,-0.00888181044701445,0.000250676552838058
12/03/2018	,0.00716071174948733,-0.00462547657823065,0.00662992064273655,0.00204373221556299,0.00295944657488551,0.000250303905982685
13/03/2018	,-0.00586271044641161,0.00600308842466941,-0.000177740311581872,0.000824301176929594,0.00614265705300243,0.000249931224277633
14/03/2018	,-0.00282968459356749,-0.00153685396882961,0.00127021707557708,0.00598829819949922,-0.00186525900000532,0.000249558507716019
15/03/2018	,-0.0133184352823987,-0.0030321054498927,-0.00100824510895924,0.010211268888065,0.00627070686299316,0.000249558507716019
16/03/2018	,-0.00106369866961609,-0.00404980838197152,0.00145675784799606,-0.00539926756009193,-0.00100363731385816,0.000249185756291626
19/03/2018	,-0.00868281565468564,-0.00216075704579689,-0.00808569306686538,0.00191708301254838,0.00203077331052548,0.0002480672927756
20/03/2018	,0.00148017303636909,-0.00787594824987304,0.00780416343333585,-0.00136806184295509,-0.0067407267398714,0.000247694401834142
21/03/2018	,0.00798319824786642,0.000598183194062366,-0.00265737445302781,-0.00634253721441569,-0.00293481302042818,0.000246948515258083
22/03/2018	,-0.00210278833667061,0.0044552962977625,-0.00460845811854073,0.00220086651507035,0.00732904497480813,0.000245829423562771
23/03/2018	,-0.00419388008170315,-0.00202125306475109,0.00481886299200109,-0.00173420762294389,-0.00459596269034735,0.000245829423562771
26/03/2018	,0.00770679853226218,-0.0207620622844048,0.00311421701728464,-0.00318004785867931,-0.00758794428358481,0.000246202489047498
27/03/2018	,-0.0148814718159404,-0.00346347502205826,-0.00248454260781961,-0.00769494524224527,-0.00788426800185095,0.000245829423562771
28/03/2018	,-0.00104145872105342,-0.000848339444228645,-0.00679805743364305,0.00955260413817789,0.000115382942432972,0.000245829423562771
29/03/2018	,0.0156720277464791,0.00195268822454203,0.00613365341155763,0.00087445546306765,-0.00196260095529352,0.000245829423562771
02/04/2018	,-0.00962984299705652,-0.00426765067997498,0.00209504489922737,-0.000231204235571381,-0.0105472564946894,0.000245829423562771
03/04/2018	,-0.000281014256610091,0.00284422846915053,-0.0023232105654477,-0.00664468746946929,0.000286912426363385,0.000245829423562771
04/04/2018	,-0.00360984430018552,0.00891966285569173,-0.00152651620316875,-0.00363424017646529,0.00601585427779097,0.000245829423562771
05/04/2018	,0.00935666735871332,0.00708584880623536,0.00980176974393619,-6.78068072132096e-05,0.00629509655934526,0.00024545632314954
06/04/2018	,-0.00643438635106911,0.00974079723416968,0.00605360732604203,0.000187014690121942,0.00489526745788658,0.00024545632314954
09/04/2018	,-0.0163196623415834,0.00966465844648754,-0.00831253694748782,0.000499219667587,0.00883466131921236,0.000243963572083006
10/04/2018	,0.0128096886775194,-0.00460932684958635,0.00695758015304489,0.0036615841630634,-0.00256714319554291,0.000245083187801587
11/04/2018	,0.00589165360293749,-0.00522373726009011,0.00354233863830863,-0.00162303722207561,-0.00420988476200442,0.000244710017512251
12/04/2018	,-9.4953056494505e-05,-0.000291686223750197,0.00206857335832731,0.00122280491292217,-0.00159292909213691,0.000243963572083006
13/04/2018	,-0.0117037720029486,0.00727149906284629,0.000672483797128279,0.00479769815486698,0.00741066191315327,0.000244710017512251
16/04/2018	,-0.0156049565195692,-0.000505915364475709,-0.00621673538895514,0.00672160484286376,0.00120005575144774,0.00024433681227487
17/04/2018	,0.0141436626119406,0.00279462809408178,0.00839943156501021,-0.00280412469445905,-0.00245501897919008,0.000243963572083006
18/04/2018	,0.0181145067409213,-0.0021448660751671,0.0125881747348465,0.00904141381274258,-0.000220777676027697,0.000243963572083006
19/04/2018	,0.00113693459577968,-0.0003822933276846,0.00126349271341843,-0.00515267543468307,-0.00259859296058804,0.000243590296929996
20/04/2018	,-0.00239704327935161,0.0188591123543546,0.00281079650142842,-0.00070434820755709,0.0164407360113326,0.000242843641714119
23/04/2018	,0.000769600835308595,-0.00262558219095904,-2.6536856546233e-05,-0.00416155252880709,-0.00363106675150543,0.00024321698680918
24/04/2018	,-0.00207654359850553,0.00308875515233626,-0.0046115148090037,0.00263933533296448,-0.00295607661983231,0.00024321698680918
25/04/2018	,-0.00458105983188654,-0.00180444671205902,-0.00205152349451826,0.00527728764766331,0.00151023095087553,0.00024321698680918
26/04/2018	,0.0147359066418522,-0.00959874238673789,0.00428332324079637,-0.00372787488639393,-0.00553348023970459,0.00024321698680918
27/04/2018	,0.000100859281539098,0.000838151685310276,0.00338173525797054,-0.00299626662370671,-0.000194555406648256,0.000242843641714119
30/04/2018	,-0.00214940162045551,0.000574186947522684,0.00160361503476489,0.00656427641051715,0.00462957909123193,0.000242470261638372
02/05/2018	,-0.0181260598241523,0.00341778239533684,-0.000684336994536759,-0.000509419110369181,0.00980830046880012,0.000242470261638372
03/05/2018	,-0.0146967396241025,0.00860991502433769,0.00591782773230568,0.00590926022499613,0.000681584623783399,0.000242470261638372
04/05/2018	,-0.00339865095915549,-0.0103458797832656,0.00292573322075511,0.0108798772893933,-0.0113412048570698,0.000242470261638372
07/05/2018	,-0.00532883098765243,0.01674595014279,0.0129372869354435,-0.00591182127889542,0.00954361234590592,0.000241349911460631
08/05/2018	,0.00462344223005672,0.000773546432444846,0.00138903087821319,0.00999394223392501,0.00768734503782301,0.000242096846575279
09/05/2018	,0.0126151701133283,0.00990849612350343,0.0103731935000385,0.00859231071735752,0.00469706321442561,0.000240976391395753
10/05/2018	,0.0152576560572161,-0.0149250294468475,0.00550082502682685,-0.00521614463877933,-0.0163891964944115,0.000240229246218693
11/05/2018	,-0.00544701324635889,0.00557070733600998,0.00104318518192032,-0.00188867430327555,0.0169372468573748,0.000239855621093188
14/05/2018	,-0.00224802448999505,-0.0120198380380674,-0.00379469775445445,-0.00929958400952167,-0.0125896208937963,0.000240602836317327
15/05/2018	,-0.00259215052881203,-0.000945823885174387,0.00238945300456787,0.000124997092715009,3.66430580819848e-05,0.000240229246218693
16/05/2018	,0.0149084157955301,-0.00261636205410994,0.00322232924891716,0.00780615484267445,-0.0054784963483938,0.000239855621093188
17/05/2018	,-0.0328220893271101,0.00825569529017917,0.00450434795100037,-0.0022817911372234,0.0108323932687376,0.000246202489047498
18/05/2018	,-0.00863188741722183,-0.00221373246975191,0.00226881289543765,0.00440873262758546,-0.00419646327364525,0.000246948515258083
21/05/2018	,-0.0134199476103748,0.0145846001732151,-0.00357184458444163,-0.00069842521294356,0.0140618515428461,0.000246575519610381
22/05/2018	,0.0100796978477868,-0.00287822383955817,-0.0124220493322488,0.00162178027680601,0.000951837266217257,0.000246575519610381
23/05/2018	,-0.0215688373187927,0.00752016763539371,0.00624565897435117,-0.00952217462897501,0.00720105648675505,0.000246575519610381
24/05/2018	,-0.00800507036165789,-0.0105534848231883,-0.0212256370301149,-0.0069036021959758,-0.00369530169123319,0.000246575519610381
25/05/2018	,-0.0140260265004037,-0.00056965244822174,-0.00401998485076696,-0.00983975615307967,0.0040601775542133,0.000246575519610381
28/05/2018	,-0.0446299288950996,-0.0170003177970752,-0.0216524576918697,-0.00707459802936255,-0.00842029474324229,0.000246948515258083
29/05/2018	,0.00947679575669139,-0.00542237308481021,0.0100093509033726,0.0135716018292505,0.000131516396493263,0.000247321475997264
30/05/2018	,0.00831885268664241,0.00811353509525923,0.00433965557358954,0.00294852938750047,0.00434935698118997,0.000247321475997264
01/06/2018	,0.0034568901542845,-0.00614488198151668,-0.00884063225506134,-0.0107429664564023,-0.00808841285683508,0.000247321475997264
04/06/2018	,0.0181232679451096,0.00601769563065636,0.00302733393776941,0.0079696536329508,0.00742932237970743,0.000247321475997264
05/06/2018	,-0.0255499681250216,0.021566455773294,0.00397078718082142,-0.00076950377080735,0.0162440027690577,0.0002480672927756
06/06/2018	,-0.00815958210437702,-0.00533604733284096,0.00490403066600869,-0.00294144937158184,-0.00441403536366246,0.000248812969997791
07/06/2018	,-0.0290673369717602,-0.0175078603115899,-0.00987469668119318,-0.0045787976144115,-0.013680258697771,0.000256262078126124
08/06/2018	,-0.0107516204683283,0.00736021098539648,-0.0149591135501695,-0.0149915839176497,0.0115488395866582,0.000251794284370499
11/06/2018	,-0.00830450502841655,0.000373290063943282,0.000411522541122082,-0.00801910971716679,0.00355279753797792,0.000251421742025526
12/06/2018	,0.00415690028852173,0.00116083700622906,0.00800233381421924,0.0047914229555466,0.00163690787902295,0.000251421742025526
13/06/2018	,-0.00763641369816573,0.00904053800600991,0.00133832400491689,0.000824583193334665,0.00856324746917832,0.000252166791891995
14/06/2018	,-0.00711648208933066,0.00520214661025147,-0.00953626248049455,-0.0103815018571993,0.000460655250628674,0.000258122181525877
15/06/2018	,-0.00867458461116356,-0.00609025348220216,-0.00634431512674746,-0.00039554321842436,-0.00575492143278153,0.000251421742025526
18/06/2018	,-0.0131441817594268,-0.00411394942539151,0.00162961858756064,0.00288848380735461,0.00139448036675536,0.000249185756291626
19/06/2018	,0.0218774791176403,-0.00965622926708614,0.000974656018524801,0.0144254384394479,-0.00710157027569038,0.0002480672927756
20/06/2018	,0.0102621891292514,-0.00240410173480815,0.0144833859463754,0.0119022096007153,-0.00511606842224336,0.0002480672927756
21/06/2018	,-0.0279017044445091,0.0045733881465748,-0.00752924832010934,-0.00967684244308993,0.00653889498554774,0.000246575519610381
22/06/2018	,0.00699730664107829,0.00436005215624024,0.000195441959002713,0.00188670036374135,0.00630313757779671,0.000246575519610381
25/06/2018	,0.00527668453575057,-0.0114897584265139,-7.81513322604954e-05,0.00116428281028192,-0.00499718938563746,0.000246575519610381
26/06/2018	,0.0046654120306889,-0.00290524715863727,-0.00204885263458774,-0.000795708350054827,-0.000937882428251711,0.000246575519610381
27/06/2018	,-0.00933839408406632,0.0135084769833401,0.00997844687874521,0.00106043011891159,0.00997336282752043,0.000246948515258083
28/06/2018	,0.0137154477793821,-0.0178021450290413,-0.00451535772292195,0.0141277211098164,-0.0137361723014068,0.000246948515258083
29/06/2018	,0.0134876060726002,-0.00651281782807758,0.00338548785243001,0.0156901338366799,-0.00207232615724516,0.000246202489047498
02/07/2018	,8.94944215143292e-05,0.00543873979721007,0.0093896631948148,-0.010112902239666,-0.00197530023027147,0.000246948515258083
03/07/2018	,0.00909153499008168,-0.00323552996028213,0.0055539174952779,0.00207973485956143,-0.0110573707905736,0.000246575519610381
04/07/2018	,0.0138596562763517,-0.000400628112138491,0.0171895751131351,0.00704799592348398,0.00472113810096821,0.000246948515258083
05/07/2018	,-0.00167174329601017,0.00187858670778837,-0.00782281253997945,-0.00791179858685319,0.00104497653805033,0.000247321475997264
06/07/2018	,0.00311038150096419,0.00612329835385855,0.00584922932617027,0.0017346356906371,0.00286417532165272,0.000246948515258083
10/07/2018	,-0.00116500176934012,0.000555174312086264,-0.0061350842874493,-0.00259581673027113,0.00521351532878818,0.000247321475997264
11/07/2018	,-0.00665440316160957,0.00307321914383747,-0.000581751221078997,-0.00998168915150858,0.000190315150556692,0.000247694401834142
12/07/2018	,0.0180825796929612,-0.00502662599532622,0.0142497588659746,0.0188710607517053,-0.00520271950047786,0.000247694401834142
13/07/2018	,0.0109162447075652,0.0032676944793469,-0.00131524613052914,0.00162681382851137,0.00636605273499106,0.000247321475997264
16/07/2018	,0.00273337256207043,-0.000672333750900814,-0.00637819473500542,0.0010130636966242,0.00136584008686266,0.000246948515258083
17/07/2018	,0.0170280501320437,-0.016515741945485,-0.00258106148805596,-0.000869054442234399,-0.0151508488604469,0.000246575519610381
18/07/2018	,-0.00976454965731576,0.00861238414147215,0.00346198637552051,0.00895032551230901,0.0123871603970967,0.000246575519610381
19/07/2018	,0.00205703190767994,-0.00554537586267875,-0.0053424352772877,-0.0027435769490684,-0.00342656906912958,0.000246575519610381
20/07/2018	,0.0137798961106022,0.00431555664265221,0.00453369438599238,0.00225860135167941,-0.00210567628521761,0.000246202489047498
23/07/2018	,-0.00665230786187575,0.00868104634105406,0.0050782952822543,-0.00431869840544393,0.00901915362782275,0.000246948515258083
24/07/2018	,0.0126028438890465,-0.0103866646449261,-0.00174538174555305,0.000533791995684639,-0.00606058016484304,0.000246575519610381
25/07/2018	,0.0109975328982915,-0.0171046203788597,0.00142888940237758,0.00336238838066025,-0.0130467876170987,0.000246575519610381
26/07/2018	,-0.00751460951428781,0.00982786008224032,-0.00552167114867416,0.00803923466145932,0.00516732029425696,0.000246202489047498
27/07/2018	,0.00345372743734133,0.00130828908969257,0.0061639267486035,0.00364856003569515,-0.00828140923308714,0.000246575519610381
30/07/2018	,0.00319413864222372,-0.00163222362685258,0.000112581615670909,0.010604132050204,-0.00379622563537301,0.000246575519610381
31/07/2018	,-0.0126579981547878,-0.00632281259608573,-0.0045312473573759,0.00942256618684987,0.00311863668757483,0.000246575519610381
01/08/2018	,0.00268369787136219,0.00925481780253856,0.00189487293887763,-0.00810088691937022,0.00781429744123766,0.000246575519610381
02/08/2018	,0.00333719155621587,-0.00180594311122717,0.00332805173707598,0.00228046630635786,-0.00170970282628264,0.000246202489047498
03/08/2018	,0.0192707095575436,-0.0113442412179074,1.23326138082407e-05,0.000484388618988509,-0.0105067302289606,0.000246202489047498
06/08/2018	,-0.00407896541523531,0.0149068661747779,0.00644486286093056,0.00520598587567777,0.0103304727021302,0.000246202489047498
07/08/2018	,-0.00846198253655801,-0.00703629160057437,-0.00820656595454657,0.0064489541015231,-0.000910172120246739,0.000246575519610381
08/08/2018	,-0.0134601131416902,0.00605482914832398,0.00474803242270925,-0.00406163308533064,0.00705679057324539,0.000246575519610381
09/08/2018	,-0.00301698629647266,-0.0226800437306994,-0.0132136131477038,-0.00703591465488324,-0.012494032667636,0.000246575519610381
10/08/2018	,-0.0279424632293618,0.0143264481543069,-0.00219552676696848,-0.00249224465071825,0.0118322517259382,0.000246575519610381
13/08/2018	,0.0122433478670814,-0.00346842432004622,-0.0017875229042548,0.0010100216242857,-0.00718551738577421,0.000246948515258083
14/08/2018	,0.0148598201063242,-0.00686628094541037,-0.00566404514429944,-0.00514452262992577,-0.00290072044655052,0.000246575519610381
15/08/2018	,-0.0167805686359115,-6.02756269296404e-05,-0.00127919715940576,-0.00843250456808929,0.00326745762093379,0.000246575519610381
16/08/2018	,-0.00388222357474398,-0.00743876610483784,0.00457600252481603,-0.002029732306722,-0.00245697150186555,0.000246575519610381
17/08/2018	,-0.0092260044999894,0.00195772575617395,0.00348608073896491,-0.0015500244449094,0.00390270313096784,0.000246575519610381
20/08/2018	,0.00273738141462394,-0.00305527260544351,0.00426513256713613,0.0127915793325592,-0.00205288220927742,0.000246948515258083
21/08/2018	,-0.0151001470302683,-0.0024778572580217,-0.00237641421829775,0.00108997542820214,-0.00278813244705066,0.000247321475997264
22/08/2018	,0.0195490068481126,-0.0046660355496568,0.00459612962224115,0.00520953809512948,-0.005636929682622,0.000247321475997264
23/08/2018	,-0.0153632114468831,0.00125412216506399,-0.00180697035695525,0.00789138387369576,0.00393394012515575,0.000247694401834142
24/08/2018	,0.00775294136529982,-0.0100606171372136,-0.00298581096174889,0.00157337546238857,-0.0110506759635142,0.000247694401834142
27/08/2018	,0.01918555239867,0.000824894470798549,0.00651158800626357,0.00297721347131599,-0.00119065280565572,0.000247321475997264
28/08/2018	,-0.00548160784703924,-0.000386328624560535,-0.000805685104421675,0.00803768501730196,8.12981239758136e-05,0.000247694401834142
29/08/2018	,0.0115912452940378,-0.0148519251323782,0.00173157579878134,0.00053909158894945,-0.0110617047978377,0.000247694401834142
30/08/2018	,-0.0233755030855427,0.0187430680649422,0.00515369838040814,-0.000726812106152528,0.0139156513846304,0.000249185756291626
31/08/2018	,0.00330194220004108,-0.00838049784186553,0.00151014009946787,0.00625133950776213,-0.0043024768508319,0.0002480672927756
03/09/2018	,-0.00652701875919549,-0.00551375808660484,-0.00804860603339207,-0.00698214900993632,-3.22337039584475e-05,0.000249185756291626
04/09/2018	,-0.0188233904046894,0.00096070507322653,0.00299908216987746,0.00526654961924311,0.000409066438896051,0.000249185756291626
05/09/2018	,0.00476124850060083,-0.0125321607541274,-0.00364584493344292,0.00657673507456282,-0.00604819957086376,0.000248812969997791
06/09/2018	,0.016847011522377,-0.0103363388354964,0.000270022755459115,0.00356957419443868,-0.0127095120025529,0.000247694401834142
10/09/2018	,-0.000446048163302054,0.00765877155922034,0.00575369751126739,-0.00322000696108524,0.0054954888114934,0.000247694401834142
11/09/2018	,-0.0227491753484485,0.00411498456041699,-0.00253359854896042,0.00812269993436535,0.00486408565842028,0.0002480672927756
12/09/2018	,0.0056517199519702,-0.0111003170191966,0.0109801944429075,0.00304599192717872,-0.0103053209549158,0.000248440148827855
13/09/2018	,-0.00664411638864719,-0.00496325644114495,-0.00299073581294222,0.00479158594905272,-0.00184611963705628,0.000248812969997791
14/09/2018	,0.00688818143497717,-0.0104087826879433,-0.0090707268299892,5.91255031503878e-05,-0.00329236912087807,0.000249185756291626
17/09/2018	,0.0158972936210175,-0.0267600342457455,-0.0077969101893445,-0.0100774267797093,-0.0222594035731957,0.0002480672927756
18/09/2018	,0.0174354471739977,-0.0122986742741827,0.00363430845414601,0.00726971880190447,-0.015743786497457,0.000248440148827855
19/09/2018	,-0.00277372066331784,0.00523762461202183,0.00745339213306815,-3.53956883513908e-05,0.00700503035436855,0.0002480672927756
20/09/2018	,-0.00107002539199428,-0.0161608840844686,-0.00376151041548287,-0.00269812302422384,-0.00434765689836556,0.000246575519610381
21/09/2018	,0.0151751043657366,-0.0107661051619667,-0.00400715662408235,0.00142512304352864,-0.00792356043335716,0.000246575519610381
24/09/2018	,-0.018069052539095,-0.00168700597486099,-0.0076170875794325,0.00918174540259228,0.00417906435393982,0.000246948515258083
25/09/2018	,0.00705436679117645,-0.00503740176022597,0.00149560800594365,0.0103378560951561,-0.00769147489461298,0.000246948515258083
26/09/2018	,0.000764384892904406,-0.000130363546722656,0.00111251724916679,-0.00238759624504774,-0.00261879589033203,0.000246575519610381
27/09/2018	,0.015479336024271,-0.00114992867513358,0.000733094768485189,-0.00401842071128473,-0.00102093759317864,0.000246575519610381
28/09/2018	,-0.00818935148470006,0.0076786543328219,0.000558147960201144,0.00428153322781308,0.00810454507553245,0.000246948515258083
01/10/2018	,-0.0085206213486525,0.00321202243910536,0.00489403727721764,0.0107358508581071,0.00198026329202823,0.000246575519610381
02/10/2018	,0.0341619099900195,-0.0189374678052182,0.0033075894164029,-0.0158558498348885,-0.0128003715261549,0.000246202489047498
03/10/2018	,0.0193868461367156,0.00275780999743882,0.00811414343590783,-0.0127768155299145,0.00210276914861182,0.000246575519610381
